image_id,category,siglip,hyperiqa,mllm,vl,frontier,spread,ood_classification,ensemble_mean,siglip_normalized,hyperiqa_normalized,mllm_normalized,vl_normalized,frontier_normalized
ood_0014,arabic_cursive_blur,1.0,1.3668669627871917,2.3258056631276642,1.2099198874170087,2.812785050878649,0.6318626865368745,strong_ood,-1.054055621838465,-1.66985723176971,-1.3235269721461749,-0.6343459997410974,-1.4772635141662984,-0.1652843913690434
ood_0015,arabic_cursive_blur,1.6621142709833623,1.9492771295202118,2.3498075497847455,2.1273625047770053,1.9238216151480136,0.19523788367729314,in_distribution_like,-0.8371341303666643,-1.1144809128870208,-0.8370304967355237,-0.6138415661991243,-0.7000789252869083,-0.9202387507247444
ood_0016,arabic_cursive_blur,1.0,1.298785876433968,1.0,2.163004367294284,1.0,0.45455199404657115,strong_ood,-1.4383793549231663,-1.66985723176971,-1.3803961863955794,-1.7669608852943703,-0.6698859674460175,-1.7047965037101547
ood_0017,arabic_cursive_blur,3.0351803929560597,1.909841914063486,1.9113030530502308,2.7400739314642144,3.734665764734905,0.6644700527481128,strong_ood,-0.2769194947393321,0.03723630847896978,-0.8699713594171865,-0.9884490476696073,-0.18103842156377403,0.6176250464749377
ood_0018,arabic_cursive_blur,1.0724633201544502,1.0,1.8069080228309882,1.5052231370331168,2.1157588920723005,0.3694078091967286,strong_ood,-1.2602052005283362,-1.6090755604403397,-1.6299767811214279,-1.0776320768966536,-1.2271060325920726,-0.7572355515911863
ood_0019,arabic_cursive_blur,1.9640011758387543,1.4990193763355706,2.518200380727064,2.646707483649618,1.910789879322201,0.38016003621568484,strong_ood,-0.7471643504451466,-0.8612605168238624,-1.213137959246665,-0.46998622431154,-0.2601310677814973,-0.9313059840621686
ood_0020,arabic_cursive_blur,4.721290309170168,3.3126580136877646,3.956020534128637,2.005457026563628,3.704232974898763,0.8231895968542335,strong_ood,0.4600217411363162,1.4515322382553002,0.30182324015987405,0.7583208751236666,-0.8033475735649211,0.5917799257076611
ood_0021,arabic_cursive_blur,4.3668571882608,3.216856310463016,3.771497847619475,3.46636632429094,3.227215172034687,0.3924778586955892,strong_ood,0.5195222700070068,1.154236483417697,0.221798553745802,0.6006860518045929,0.4342188643355325,0.18667139673140953
ood_0022,arabic_cursive_blur,1.7256270024402929,2.515314272999672,2.972478078573484,2.265189907374725,1.559607426630274,0.47771246644212984,strong_ood,-0.6640385123393445,-1.0612069259869237,-0.3642106680588315,-0.08190394569014976,-0.5833224860313825,-1.229548535929435
ood_0023,arabic_cursive_blur,2.30834862182566,1.0,2.2216382200776845,1.0,2.4057971970412293,0.575085947245011,strong_ood,-1.0183493471948437,-0.5724245479436977,-1.6299767811214279,-0.7233346048358316,-1.6550909862203664,-0.5109198158528946
ood_0024,arabic_cursive_blur,2.0052332843358873,1.0,2.350494042739493,1.2225203695512818,2.023601635005531,0.4454136410224657,strong_ood,-1.0743993885486356,-0.82667534377979,-1.6299767811214279,-0.6132551060858522,-1.4665893855157384,-0.8355003262403692
ood_0025,arabic_cursive_blur,4.3643833693336695,4.477121128285828,5.0,5.0,4.292501276794845,0.29335364165464267,soft_ood,1.380323036280077,1.1521614632745854,1.2745178003792472,1.650176081465475,1.7333916247827792,1.0913682114982979
ood_0026,arabic_cursive_blur,1.2981442664161058,1.535069720720523,2.799823791019149,2.438260651477739,1.3705418230065822,0.5589643851999065,strong_ood,-0.9318048183364749,-1.4197761318226627,-1.1830245332070757,-0.22939978280802545,-0.43671068431477295,-1.3901129595298376
ood_0027,arabic_cursive_blur,2.4255630277470686,1.0,1.7118670122439918,1.951226084060138,1.141517034920125,0.49143629843365255,strong_ood,-1.1393614902124702,-0.4741060127096353,-1.6299767811214279,-1.1588241145554135,-0.8492877249777679,-1.5846128176981076
ood_0028,arabic_cursive_blur,2.5432813379401975,2.216877086061028,2.5844808720869685,3.3683810652047614,3.0584354214804845,0.3906070805338081,strong_ood,-0.2015360675035392,-0.37536480647788906,-0.6134999969033864,-0.41336384501130585,0.35121352769849384,0.0433347831763917
ood_0029,arabic_cursive_blur,1.08167278523221,1.3544112592153867,1.1221898369063088,1.8598213194611022,1.0,0.3241246406589155,soft_ood,-1.4458746555251145,-1.6013507325097038,-1.333931419445634,-1.6625760331306443,-0.9267185888294351,-1.7047965037101547
ood_0030,arabic_cursive_blur,1.6347926014972949,1.2300614264651588,2.5780646686069186,1.9771613177604377,1.0662116498340004,0.488513315803256,strong_ood,-1.0939859177017404,-1.1373981174993992,-1.4378028125056754,-0.41884510653578877,-0.827317452876326,-1.6485660990915127
ood_0031,arabic_cursive_blur,1.4962244903382722,1.411985707769989,1.7466518224695828,1.099722250768375,1.0,0.23938601921560462,in_distribution_like,-1.3887970506278369,-1.2536279751880566,-1.2858385668557757,-1.1291079993295152,-1.570614208055683,-1.7047965037101547
ood_0032,arabic_cursive_blur,2.314427246707005,2.9546534625826197,3.940276767498035,3.5909966256002814,3.8183647778397622,0.5579961197201692,strong_ood,0.28176482538109393,-0.5673258445047035,0.0027763446178448135,0.744871223386299,0.5397957665332288,0.6887066368728006
ood_0033,arabic_cursive_blur,3.4578438870264088,4.511041333614038,5.0,2.9339633782968657,2.435165428976295,0.8937312723711659,strong_ood,0.5684043400184605,0.39176317151464723,1.302851887385226,1.650176081465475,-0.016790666801409556,-0.4859787734716359
ood_0034,arabic_cursive_blur,4.200838524838234,3.8914511865040518,3.913674832928741,4.466467442076589,3.636800669074194,0.2880321466134267,soft_ood,0.8676726720446215,1.014981315241801,0.7852983830241808,0.7221456098852838,1.2814251760509028,0.5345128760209394
ood_0035,arabic_cursive_blur,4.4224991326267755,3.3736514859373536,3.559992901385568,5.0,5.0,0.6672338338769461,strong_ood,1.079857225841883,1.200908515107265,0.35277205762116803,0.4200007091974833,1.7333916247827792,1.6922132225007191
ood_0036,arabic_cursive_blur,3.7907988760470346,2.2891510159970103,2.347562192173956,3.256008570077773,3.280636288457259,0.5600847621157794,strong_ood,-0.0019570123467856637,0.6710432357870393,-0.5531284337228113,-0.6157597398229806,0.25602046627528485,0.23203940974953943
ood_0037,arabic_cursive_blur,5.0,4.680426882960059,4.310808081846387,4.322591755946203,3.6587158048774007,0.42798044755160203,strong_ood,1.180746770641273,1.6853117668253677,1.4443423308034484,1.0614102862867658,1.1595451109011623,0.5531243583896208
ood_0038,arabic_cursive_blur,4.910625560363079,4.790301194383293,3.8709668790919824,3.1844709436172405,4.121508736407931,0.5934787870188538,strong_ood,0.994739998877263,1.6103451795412165,1.5361220906682502,0.6856608779277187,0.1954194654517966,0.9461523807973341
ood_0039,arabic_cursive_blur,5.0,3.660536059769994,4.153487760892352,5.0,3.671142772795127,0.5742355556187704,strong_ood,1.100361340582541,1.6853117668253677,0.5924113049958537,0.9270140151981265,1.7333916247827792,0.5636779911105776
ood_0040,arabic_cursive_blur,4.412650225460333,4.392372839528893,3.722595971951979,4.2258130987933935,3.219374842880577,0.4548774480925276,strong_ood,0.8425716749657681,1.192647328108543,1.2037262068728911,0.5589099500327691,1.07756191168153,0.1800129781331079
ood_0041,arabic_cursive_blur,2.575818216886503,2.37646907284058,1.853315678945441,2.619031982359459,2.3869177678191247,0.2975818374282386,soft_ood,-0.5353557835523883,-0.34807312458996786,-0.4801902720619477,-1.0379867475843099,-0.2835755564996217,-0.5269532170260944
ood_0042,arabic_cursive_blur,2.8010611429809056,3.2055518350805774,3.104230801760134,1.6168457944104737,2.8527124940162873,0.5226799666960206,strong_ood,-0.23601182322286413,-0.1591411038937723,0.21235574566301668,0.03065032952794509,-1.1325481742127887,-0.13137591319872127
ood_0043,arabic_cursive_blur,2.3625645966093107,3.6069636113747947,2.9894692614240213,2.9459515339156215,3.0510731543701013,0.3819409357584407,strong_ood,-0.0032457520576381097,-0.5269486084880183,0.5476613867903037,-0.06738864593326298,-0.006635252588371163,0.03708235993115813
ood_0044,arabic_cursive_blur,1.494117549805164,1.451765299715662,1.41487598408931,1.0,1.0,0.21507875913033692,in_distribution_like,-1.4560863322710242,-1.2553952605776988,-1.2526100410156435,-1.4125388698312578,-1.6550909862203664,-1.7047965037101547
ood_0045,arabic_cursive_blur,2.420099038262885,2.5105415618712614,3.343093677611975,3.212719401489324,3.22640145278231,0.3514062862538658,strong_ood,-0.04136995456409403,-0.478689164741131,-0.3681973895735835,0.2347071202929184,0.21934931752359899,0.18598034367772695
ood_0046,arabic_cursive_blur,1.4672538947968325,1.4777165419309348,1.5615189153026428,2.1223934496942807,1.0,0.3559396165119705,strong_ood,-1.241041956912332,-1.2779282861959254,-1.2309325556429582,-1.2872641245404826,-0.7042883144721406,-1.7047965037101547
ood_0047,arabic_cursive_blur,1.0,1.0,1.3031430211346429,2.1491849960737675,1.0,0.42977914554988456,strong_ood,-1.4388427476353993,-1.66985723176971,-1.6299767811214279,-1.507990579360758,-0.6815926422149468,-1.7047965037101547
ood_0048,arabic_cursive_blur,4.315492232988654,5.0,5.0,5.0,4.2727297943296545,0.3332511314568074,soft_ood,1.4561167466889169,1.111151957031865,1.7112868382251325,1.650176081465475,1.7333916247827792,1.0745772319393325
ood_0049,arabic_cursive_blur,4.06210508287015,3.728554103329641,3.9709935091060733,2.6972357542273953,3.82014687802624,0.44395117363814923,strong_ood,0.5583690506418473,0.8986127793518743,0.6492278585970985,0.7711120516981086,-0.21732752622728216,0.6902200897894374
ood_0050,arabic_cursive_blur,3.1938753517565073,2.840986534903863,3.7399029458995035,3.3370441235925794,3.149370193050356,0.2479203914131304,in_distribution_like,0.21942014070200438,0.170348409979116,-0.09217144792613681,0.5736950251474779,0.3246673572647689,0.120561359044796
ood_0051,arabic_cursive_blur,1.1475194194763458,1.9159083905545695,2.9000265541486745,3.8680964673662466,2.301486692141657,0.8639798994984202,strong_ood,-0.47595883257180144,-1.5461190860402654,-0.8649039351178668,-0.14379814129267976,0.7745327653671529,-0.5995057657753481
ood_0052,arabic_cursive_blur,2.3720400598874383,2.245984302285305,3.5107658009573544,2.5958028208983137,3.200212487519585,0.4262700500051682,strong_ood,-0.17395086484151656,-0.5190006633284934,-0.5891862762457284,0.3779467730375714,-0.3032534589194407,0.1637393012485083
ood_0053,arabic_cursive_blur,3.8565798859033755,4.91041922526612,4.595697968735347,4.469218920274689,4.597120047199085,0.3306524648925409,soft_ood,1.260257621928517,0.7262198370286074,1.636458592322334,1.30478722727284,1.2837560100581065,1.3500664429606977
ood_0054,arabic_cursive_blur,3.0715887968013753,2.8799117977166464,4.549327392531492,4.58456626388657,3.936475448875562,0.6648116859916916,strong_ood,0.6887547903811164,0.06777539544650299,-0.059656556798672614,1.2651735747438027,1.3814691270716724,0.789012411442277
ood_0055,arabic_cursive_blur,3.715303155975132,4.17648362852046,3.3054191911318314,3.805201487083587,3.5133453387445797,0.3086158924902778,soft_ood,0.5969104382977775,0.6077180109090743,1.0233905152349139,0.20252240017917014,0.7212531286153585,0.42966813655037045
ood_0056,arabic_cursive_blur,3.0191282624832754,1.7423286697654852,3.1883010841089323,4.592371816111869,2.6961687727889045,0.8683409985537762,strong_ood,0.048020927720673026,0.02377190584804747,-1.0098978366500921,0.10247024693294911,1.3880813715678477,-0.26432104909538706
ood_0057,arabic_cursive_blur,3.1112197142079117,2.3920364528025675,2.7420204961877466,1.7952592116130197,2.6305881386517673,0.39181862810091317,strong_ood,-0.38927507254830573,0.10101750181357619,-0.4671865919830643,-0.27878022670025115,-0.9814104837726695,-0.32001556209912
ood_0058,arabic_cursive_blur,4.319509640598998,4.601362987314861,3.6212183725097566,3.0196462436675287,4.284731122656228,0.5416275192518142,strong_ood,0.821137568056835,1.1145217273991015,1.3782990012726704,0.4723046643689216,0.055793058040944185,1.0847693892025378
ood_0059,arabic_cursive_blur,5.0,3.1551710536568214,4.647856123701281,5.0,4.623876954569913,0.6350544296222843,strong_ood,1.2622220395983734,1.6853117668253677,0.17027187764165494,1.3493451171358604,1.7333916247827792,1.3727898116062043
ood_0060,aged_yellowed_bleedthrough,3.098068488957834,4.067181965612734,2.665181804064832,1.844400335883888,2.6846661322871874,0.6885353471596043,strong_ood,-0.10724371475273427,0.08998635600042569,0.9320890977829976,-0.34442231053292355,-0.9397820225034239,-0.2740896945107471
ood_0061,aged_yellowed_bleedthrough,2.728628401511697,2.1776154740741642,2.4685567265325115,2.3855927275714186,3.1993074813454006,0.3205125461610601,soft_ood,-0.339389007106632,-0.21989712605895764,-0.6462958458455385,-0.5123960157898519,-0.48132677039332383,0.16297072255451175
ood_0062,aged_yellowed_bleedthrough,3.406064934832763,2.7290425646169103,2.148551219873515,2.6173394113145343,2.1471962518630057,0.4612803226312354,strong_ood,-0.3277333964311417,0.34833138771968297,-0.18568002675738865,-0.7857716773826448,-0.2850093683880256,-0.7305372973473323
ood_0063,aged_yellowed_bleedthrough,3.2878235472429456,3.0286193145706535,2.5254582325896338,3.3473607983142255,3.6720586318220243,0.3870641676665635,strong_ood,0.14955785633767213,0.24915142822162795,0.0645611971982422,-0.46378595583682647,0.3334068254891873,0.5644557866161296
ood_0064,aged_yellowed_bleedthrough,5.0,5.0,5.0,5.0,4.272425266811484,0.2793205226997591,soft_ood,1.5708969845005614,1.6853117668253677,1.7112868382251325,1.650176081465475,1.7333916247827792,1.0743186112040517
ood_0065,aged_yellowed_bleedthrough,4.623756152553447,3.939309465584334,4.57076595042869,4.083260652364214,3.6617605153212613,0.33422728627518455,soft_ood,0.9981995163191639,1.3697213436091653,0.8252751647180511,1.2834881969199372,0.9568027902112223,0.5557100861374434
ood_0066,aged_yellowed_bleedthrough,1.0632648513403284,3.0698546971109515,2.8388456377257105,2.1153042468924466,1.9520374784918322,0.6642755932683142,strong_ood,-0.6640839031095627,-1.616791164790261,0.09900576807617624,-0.19606403408496845,-0.7102937245771129,-0.8962763601716472
ood_0067,aged_yellowed_bleedthrough,2.3457315908226204,2.7747404086105956,1.374232936089176,3.251492196129956,3.658234949653921,0.778443686341461,strong_ood,-0.26618498717090555,-0.541068003280187,-0.14750789085271981,-1.4472595852720207,0.2521945526285435,0.552715990921856
ood_0068,aged_yellowed_bleedthrough,2.573713419585184,3.9060221197994816,3.1670134820597404,5.0,2.4744188837449266,0.9107456014564612,strong_ood,0.36253292605599546,-0.34983861225339574,0.797469715354167,0.08428458395895755,1.7333916247827792,-0.45264268156253085
ood_0069,aged_yellowed_bleedthrough,1.872458476810741,1.4379245811771089,1.0149358930918544,1.5603903207979983,1.0,0.35122209437727575,strong_ood,-1.3683175798794172,-0.9380458232804898,-1.2641714133452644,-1.7542013871904334,-1.1803727718707435,-1.7047965037101547
ood_0070,aged_yellowed_bleedthrough,4.088102606255461,4.440803182400822,3.4647440439351262,3.127245331556474,2.9325102733967228,0.5471292520334384,strong_ood,0.5173132533696155,0.9204193004775361,1.2441808425505059,0.3386311112385976,0.1469424676088169,-0.06360745502737912
ood_0071,aged_yellowed_bleedthrough,3.4094161839649013,4.809300571062171,4.374738881669958,3.322359889584327,4.313002088659065,0.5388307526015568,strong_ood,0.8880333876064969,0.3511423895183628,1.5519925721900996,1.1160253611346778,0.31222803936655297,1.1087785758227913
ood_0072,aged_yellowed_bleedthrough,4.522971477319608,2.257131082276893,3.6857811123083652,3.162883638888915,3.4858539135684605,0.6713618575457339,strong_ood,0.3632443463479447,1.2851839391396525,-0.5798751936310402,0.5274595955792022,0.17713241377920735,0.4063209768727017
ood_0073,aged_yellowed_bleedthrough,1.1248162754304052,3.588677315485412,1.8806102376243388,1.599070109833578,1.7405191542055394,0.804531257760889,strong_ood,-0.8541920651321501,-1.56516230730866,0.5323865529933536,-1.0146694362210456,-1.1476063237346605,-1.075908811389738
ood_0074,aged_yellowed_bleedthrough,3.261407818176986,3.4136092074098823,4.037373297543985,3.5018856040539665,2.065714110316946,0.6116863930779258,strong_ood,0.22110690636759833,0.22699411941227923,0.3861493778882037,0.8278192589273298,0.4643079797936252,-0.7997362041834462
ood_0075,aged_yellowed_bleedthrough,3.7712630039317023,4.869626116273371,4.659148811931439,3.816030120526079,3.9250148187370857,0.42697447840933506,strong_ood,1.0251476342104673,0.6546566976665691,1.6023834595729562,1.3589922827372014,0.7304262876455612,0.7792794434300494
ood_0076,aged_yellowed_bleedthrough,1.8932329793164373,1.984448141641984,2.1767199727951465,3.1939836662104857,2.0765587587409366,0.4617240152916701,strong_ood,-0.6154055898157317,-0.920620331588403,-0.8076515909210051,-0.7617075556536367,0.2034778892244236,-0.7905263601400379
ood_0077,aged_yellowed_bleedthrough,2.5904482595976144,4.170483612901598,4.148555971354717,4.278594795899866,4.0568629524614845,0.5991567599583675,strong_ood,0.7237808165397978,-0.3358015581518571,1.0183786067592102,0.9228008651127932,1.1222743773876593,0.8912517915911831
ood_0078,aged_yellowed_bleedthrough,3.8677229165832845,2.8630913166643728,4.03095094809366,3.2860605470210777,4.151980313179269,0.43237538347105253,strong_ood,0.5475401715425504,0.7355665248005134,-0.07370697214864012,0.8223327469972914,0.2814781165999487,0.9720304414636387
ood_0079,aged_yellowed_bleedthrough,4.800791950260687,4.72468656644923,4.815332358264881,3.496186372609268,4.277040639009858,0.4552271944673575,strong_ood,1.2059332885161091,1.5182175986363855,1.4813131483649888,1.4924174251811149,0.45948004313201446,1.0782382272660413
ood_0080,aged_yellowed_bleedthrough,2.2107142050319677,1.2769920546497933,1.0,2.3920003033641866,1.9922582024576134,0.5374275678752075,strong_ood,-1.0315797861705542,-0.6543195400492244,-1.3986009123590757,-1.7669608852943703,-0.4758987806052041,-0.8621188125448969
ood_0081,aged_yellowed_bleedthrough,1.553280820179372,2.8312362583908106,2.451337693003662,1.6953895462800541,1.214725701971233,0.5669663451234312,strong_ood,-0.8843287721484835,-1.2057695679239384,-0.1003160089740446,-0.527105964790679,-1.066012139859534,-1.5224401791942208
ood_0082,aged_yellowed_bleedthrough,2.9541283860877514,3.1747190956114677,2.8600853938861386,1.7326697290664381,3.366034772014764,0.5284758477242452,strong_ood,-0.1503870222653673,-0.03074948670064602,0.18660066799478495,-0.17791924509977747,-1.0344313270828636,0.3045642795616656
ood_0083,aged_yellowed_bleedthrough,1.1923242966276426,1.7654592973063559,1.6561296904851188,1.6043336351965485,1.0,0.2897735010988213,soft_ood,-1.310699434905446,-1.5085371023392924,-0.9905764555763504,-1.2064396302080216,-1.1431474826934107,-1.7047965037101547
ood_0084,aged_yellowed_bleedthrough,3.709174055287905,1.0192414429462158,2.331561030451428,3.300638242211715,2.0538565272341573,0.891036710696393,strong_ood,-0.43134710227116085,0.6025769687553113,-1.613904097796447,-0.6294292801312689,0.29382718326544327,-0.8098062854488429
ood_0085,aged_yellowed_bleedthrough,2.486329298418962,4.0062638385510825,3.72004062721333,2.471665719882795,4.0718853459071545,0.669568061451324,strong_ood,0.3020782951212735,-0.4231357358299918,0.8812032173555405,0.5567269592904561,-0.4084125609622973,0.9040095957526599
ood_0086,aged_yellowed_bleedthrough,1.0546909665425308,1.8054547531779659,2.6795241696149685,1.0,2.35130702805642,0.6039972565491849,strong_ood,-1.0251214104615702,-1.623982872908035,-0.9571676151656026,-0.332169853654885,-1.6550909862203664,-0.5571957243589624
ood_0087,aged_yellowed_bleedthrough,2.877119453421178,2.9157976803826884,2.5164430756638048,2.7145698521473154,2.9523658711399863,0.1819421539516238,in_distribution_like,-0.16918008948102714,-0.0953439825750918,-0.02968050824862626,-0.4714874623349243,-0.20264345388251337,-0.04674504036397992
ood_0088,aged_yellowed_bleedthrough,4.341734792580477,5.0,5.0,5.0,5.0,0.2539006935731198,in_distribution_like,1.5840463559205076,1.1331640126284317,1.7112868382251325,1.650176081465475,1.7333916247827792,1.6922132225007191
ood_0089,aged_yellowed_bleedthrough,2.902687839336787,2.6752289972004903,3.216521807988988,2.626098348832014,2.645349180804713,0.1801623367559705,in_distribution_like,-0.15260384203918048,-0.07389741863305017,-0.23063135551632302,0.12657876663276418,-0.27758949152081464,-0.30747971115847883
ood_0090,aged_yellowed_bleedthrough,2.951649974666416,2.943422012113296,2.92763766847548,2.3830959383618766,3.563560679689701,0.341516992502825,strong_ood,-0.034154488032537546,-0.03282835899230298,-0.006605464593566144,-0.1202104014277898,-0.48344185209829216,0.47231363694926337
ood_0091,aged_yellowed_bleedthrough,2.874562669621191,4.0006576052754665,3.3496564704181733,3.672832070681822,2.9078338352355653,0.429241935795038,strong_ood,0.3087803082686855,-0.09748859301054837,0.8765202415341942,0.24031361076872979,0.6091202621888545,-0.08456398013780242
ood_0092,aged_yellowed_bleedthrough,1.8166988369925683,1.0,1.2554921229959355,1.3783048464638499,1.879991019877264,0.31153336203178816,soft_ood,-1.2911148953895186,-0.98481657700318,-1.6299767811214279,-1.5486979907430292,-1.334621137745124,-0.9574619903348316
ood_0093,aged_yellowed_bleedthrough,1.9995450973984652,1.9279878919233828,1.7180534285313465,1.9019162559125016,1.7200640642759482,0.14785762241901867,in_distribution_like,-0.9648277776086683,-0.8314465508974531,-0.8548137355020011,-1.1535391566085922,-0.8910590987852228,-1.0932803462500726
ood_0094,aged_yellowed_bleedthrough,3.6016586494418323,3.3840214417450754,3.3257031657903733,2.911479996317509,4.075686151972397,0.3512737998022679,strong_ood,0.3930158883736031,0.5123938796137837,0.36143424663981105,0.21985068008880101,-0.03583680401980759,0.9072374395454271
ood_0095,aged_yellowed_bleedthrough,2.345150399241839,1.8411981899444734,2.5292542183523676,1.6232994506962206,2.7324582869362617,0.3623921631697226,strong_ood,-0.6579984801772044,-0.5415555022737076,-0.9273105539410161,-0.46054310501804346,-1.1270811486873775,-0.2335020909658772
ood_0096,aged_yellowed_bleedthrough,2.0941675628695795,2.316938354340609,2.7397703035673,2.6161673867492095,1.7863370768919833,0.32285402520691336,soft_ood,-0.5771395525616082,-0.7520779602176242,-0.5299172280513265,-0.2807025307966659,-0.28600221460284353,-1.036997829139581
ood_0097,aged_yellowed_bleedthrough,1.1551046716922366,1.9243314133818223,1.3835780044272659,1.244259859412758,1.607368550384464,0.2768151008239416,soft_ood,-1.294812325245599,-1.5397566352699452,-0.8578680501834605,-1.4392762406532749,-1.4481734146738157,-1.188987285447499
ood_0098,aged_yellowed_bleedthrough,3.374010249513276,5.0,3.8087601492512793,4.95309224144866,5.0,0.6783723657908161,strong_ood,1.2102235938944101,0.3214441661087671,1.7112868382251325,0.6325186488977412,1.6936550937396917,1.6922132225007191
ood_0099,aged_yellowed_bleedthrough,1.4402478141560981,1.0,1.6740297642979884,1.0,1.0,0.23344093491933235,in_distribution_like,-1.4963185855214625,-1.3005807773307632,-1.6299767811214279,-1.1911478792246,-1.6550909862203664,-1.7047965037101547
ood_0100,aged_yellowed_bleedthrough,3.763331758665201,4.54546599024116,4.132524610616889,3.4146217330668884,3.0479299599703005,0.4942845195298301,strong_ood,0.6627029708677521,0.6480040306069641,1.331607350584401,0.9091055262616197,0.3903849524414912,0.034412994444284396
ood_0101,aged_yellowed_bleedthrough,3.3188752808809543,3.067963122875332,2.4037053071578414,3.3913573284218157,2.8085949680851243,0.3786555330354739,strong_ood,0.0013319783554638198,0.27519738173534763,0.09742570603198399,-0.5677975614128596,0.3706771947926987,-0.1688428293698516
ood_0102,aged_yellowed_bleedthrough,3.7833833274040853,3.2468439272635203,3.8891558678948877,2.3203229526143163,3.2368879939590656,0.49934592038622766,strong_ood,0.2542276364021897,0.6648231310584399,0.2468476870074096,0.7011994444343157,-0.5366181447598812,0.19488606427066438
ood_0103,aged_yellowed_bleedthrough,2.7267518452924424,1.4066940053291397,2.046452721011688,2.7806935993300295,1.9384896948162527,0.4888696157190445,strong_ood,-0.687826660681506,-0.22147116687169846,-1.2902588100682801,-0.8729928160605037,-0.14662866200676464,-0.9077818484002834
ood_0104,aged_yellowed_bleedthrough,1.0489963886993476,1.079230162520215,1.1980812217735506,2.457977828356454,1.9322605199542668,0.5389925460428087,strong_ood,-1.224675414543443,-1.6287594406679187,-1.5637945662255004,-1.5977432189585317,-0.420007856566873,-0.9130719902983919
